fs,vs,pr,qr
1.0,1.0217687874893278,0.2349000000000001,0.12300000000000022
0.9989669961487576,0.9748184129098326,0.2349000000000001,0.12300000000000022
0.9995734638210981,0.9739904068635973,0.2349000000000001,0.12300000000000022
0.9992989104108759,0.9728261394938041,0.2349000000000001,0.12300000000000022
0.9990541310762812,0.9717384886119855,0.2349000000000001,0.12300000000000022
0.9988461387175713,0.9711253195338386,0.2349000000000001,0.12300000000000022
0.998665883988222,0.9711738711806356,0.2349000000000001,0.12300000000000022
0.9985033132055099,0.971803598536157,0.2349000000000001,0.12300000000000022
0.9983473605078741,0.9726929835314169,0.2349000000000001,0.12300000000000022
0.9981946150633038,0.9734749799809773,0.2349000000000001,0.12300000000000022
0.9980467488661051,0.9738876988292886,0.2349000000000001,0.12300000000000022
0.997908863150494,0.9738206752933958,0.2349000000000001,0.12300000000000022
0.9977865847996591,0.97333282219605,0.2349000000000001,0.12300000000000022
0.9976867453157681,0.9726129438686675,0.2349000000000001,0.12300000000000022
0.9976111016648926,0.9719211669438923,0.2349000000000001,0.12300000000000022
0.9975588092996297,0.9715002776794732,0.2349000000000001,0.12300000000000022
0.9975237836777721,0.971477916924268,0.2349000000000001,0.12300000000000022
0.9974996023556757,0.9718158396674944,0.2349000000000001,0.12300000000000022
0.9974783974304849,0.9723411469160935,0.2349000000000001,0.12300000000000022
0.9974562540051094,0.9728346631880849,0.2349000000000001,0.12300000000000022
0.9974327128862276,0.9731224028056826,0.2349000000000001,0.12300000000000022
0.9974107665288864,0.9731278851062357,0.2349000000000001,0.12300000000000022
0.9973937862404997,0.9728791222216351,0.2349000000000001,0.12300000000000022
0.9973862166653029,0.9724846023019342,0.2349000000000001,0.12300000000000022
0.9973903466793195,0.9720929217295876,0.2349000000000001,0.12300000000000022
0.99740590507512,0.9718414424731541,0.2349000000000001,0.12300000000000022
0.9974306242313417,0.971804564091491,0.2349000000000001,0.12300000000000022
0.9974599988312616,0.971968237823481,0.2349000000000001,0.12300000000000022
0.9974894599340483,0.9722444815855953,0.2349000000000001,0.12300000000000022
0.9975159163301414,0.9725166130004059,0.2349000000000001,0.12300000000000022
0.9975384811326449,0.9726885053022464,0.2349000000000001,0.12300000000000022
0.9975583203225326,0.9727148667442708,0.2349000000000001,0.12300000000000022
0.9975778558984656,0.9726065364393188,0.2349000000000001,0.12300000000000022
0.9975997322344072,0.9724177799266049,0.2349000000000001,0.12300000000000022
0.9976258501076993,0.9722238684936091,0.2349000000000001,0.12300000000000022
0.9976566911297786,0.9720942488799341,0.2349000000000001,0.12300000000000022
0.9976911403996885,0.9720678678574846,0.2349000000000001,0.12300000000000022
0.9977269122257791,0.9721405121531621,0.2349000000000001,0.12300000000000022
0.9977614266878025,0.9722711320211275,0.2349000000000001,0.12300000000000022
0.997792740684541,0.9724036527957995,0.2349000000000001,0.12300000000000022
0.9978201233591266,0.972491488430514,0.2349000000000001,0.12300000000000022
0.9978440974785904,0.9725125039709842,0.2349000000000001,0.12300000000000022
0.9978660464752417,0.9724709608520435,0.2349000000000001,0.12300000000000022
0.9978876180791155,0.9723907686910025,0.2349000000000001,0.12300000000000022
0.9979101309589044,0.9723053007627709,0.2349000000000001,0.12300000000000022
0.997934132611838,0.972246114717406,0.2349000000000001,0.12300000000000022
0.9979592323232344,0.9722321842451482,0.2349000000000001,0.12300000000000022
0.9979842855091092,0.9722633752851461,0.2349000000000001,0.12300000000000022
0.9980078740812461,0.9723221701667333,0.2349000000000001,0.12300000000000022
0.9980288715257433,0.9723832767253,0.2349000000000001,0.12300000000000022
0.9980468345880904,0.9724253351466752,0.2349000000000001,0.12300000000000022
0.9980620764794781,0.972438114193522,0.2349000000000001,0.12300000000000022
0.998075454490569,0.972423055340683,0.2349000000000001,0.12300000000000022
0.99808801235782,0.9723898101438234,0.2349000000000001,0.12300000000000022
0.9981006161714006,0.9723520960989726,0.2349000000000001,0.12300000000000022
0.9981136789087967,0.9723237682838973,0.2349000000000001,0.12300000000000022
0.99812704456617,0.9723146441482277,0.2349000000000001,0.12300000000000022
0.9981400803483089,0.9723269390688447,0.2349000000000001,0.12300000000000022
0.9981519577455435,0.9723545850581865,0.2349000000000001,0.12300000000000022
0.9981620068406345,0.9723864613843122,0.2349000000000001,0.12300000000000022
0.9981699816926095,0.9724116108997074,0.2349000000000001,0.12300000000000022
0.9981761275975461,0.9724231883757236,0.2349000000000001,0.12300000000000022
0.998181052225453,0.9724195595943044,0.2349000000000001,0.12300000000000022
0.9981854858705704,0.9724034806677214,0.2349000000000001,0.12300000000000022
0.9981900303959018,0.9723808972265265,0.2349000000000001,0.12300000000000022
0.9981949706600506,0.972359624867224,0.2349000000000001,0.12300000000000022
0.9982001982948397,0.972347260284066,0.2349000000000001,0.12300000000000022
0.9982052759095866,0.9723484517079051,0.2349000000000001,0.12300000000000022
0.9982096275138621,0.9723629366764927,0.2349000000000001,0.12300000000000022
0.9982127825793016,0.9723856891365846,0.2349000000000001,0.12300000000000022
0.998214568681435,0.9724090539042474,0.2349000000000001,0.12300000000000022
0.998215173282493,0.9724255222335763,0.2349000000000001,0.12300000000000022
0.9982150625819638,0.9724299490054191,0.2349000000000001,0.12300000000000022
0.9982148063554165,0.972420904148978,0.2349000000000001,0.12300000000000022
0.9982148811554239,0.9724012275071858,0.2349000000000001,0.12300000000000022
0.9982155165943328,0.9723775248415205,0.2349000000000001,0.12300000000000022
0.9982166307038717,0.9723582341466905,0.2349000000000001,0.12300000000000022
0.998217876162686,0.9723505968674826,0.2349000000000001,0.12300000000000022
0.9982187839566002,0.9723577925756378,0.2349000000000001,0.12300000000000022
0.9982189510613265,0.9723776273803495,0.2349000000000001,0.12300000000000022
0.9982181973315649,0.972403329798817,0.2349000000000001,0.12300000000000022
0.9982166304399598,0.9724259728039828,0.2349000000000001,0.12300000000000022
0.9982146005261429,0.9724375447406892,0.2349000000000001,0.12300000000000022
0.9982125704898454,0.9724337193037506,0.2349000000000001,0.12300000000000022
0.9982109538744388,0.9724155162890311,0.2349000000000001,0.12300000000000022
0.9982099765656518,0.9723891990619135,0.2349000000000001,0.12300000000000022
0.9982096074376626,0.9723641984985548,0.2349000000000001,0.12300000000000022
0.998209580981369,0.9723496670025518,0.2349000000000001,0.12300000000000022
0.9982095037830438,0.9723510070461581,0.2349000000000001,0.12300000000000022
0.9982090048836958,0.9723678167850434,0.2349000000000001,0.12300000000000022
0.9982078724439277,0.9723940506751497,0.2349000000000001,0.12300000000000022
0.9982061261499087,0.9724202471779418,0.2349000000000001,0.12300000000000022
0.9982040026446994,0.9724369443490198,0.2349000000000001,0.12300000000000022
0.9982018650323066,0.9724380832032562,0.2349000000000001,0.12300000000000022
0.9982000726486981,0.9724232299484118,0.2349000000000001,0.12300000000000022
0.9981988575390582,0.9723977894657387,0.2349000000000001,0.12300000000000022
0.9981982493702163,0.9723710447684751,0.2349000000000001,0.12300000000000022
0.9981980737282486,0.9723527017009171,0.2349000000000001,0.12300000000000022
0.9981980226341529,0.9723493116487815,0.2349000000000001,0.12300000000000022
0.998197771858394,0.9723618584924166,0.2349000000000001,0.12300000000000022
0.9981970790012111,0.9723854387117176,0.2349000000000001,0.12300000000000022
0.9981959113365874,0.9724112982683099,0.2349000000000001,0.12300000000000022
0.9981944021674584,0.972430019605159,0.2349000000000001,0.12300000000000022
0.9981928127479154,0.9724349401287969,0.2349000000000001,0.12300000000000022
0.9981914351835364,0.972424529943976,0.2349000000000001,0.12300000000000022
0.9981904890306635,0.9724028706137899,0.2349000000000001,0.12300000000000022
0.9981900486168819,0.9723780591599575,0.2349000000000001,0.12300000000000022
0.9981900230389297,0.9723591399165717,0.2349000000000001,0.12300000000000022
0.9981901956718018,0.9723527440964869,0.2349000000000001,0.12300000000000022
0.9981903059201452,0.9723607226119126,0.2349000000000001,0.12300000000000022
0.9981901425594749,0.972379634306573,0.2349000000000001,0.12300000000000022
0.9981896151149127,0.9724022026217847,0.2349000000000001,0.12300000000000022
0.9981887773936859,0.9724201134335203,0.2349000000000001,0.12300000000000022
0.99818780054553,0.9724270726324905,0.2349000000000001,0.12300000000000022
0.9981869060374438,0.9724210106781561,0.2349000000000001,0.12300000000000022
0.9981862852670357,0.9724046662487364,0.2349000000000001,0.12300000000000022
0.9981860342682456,0.9723843923655144,0.2349000000000001,0.12300000000000022
0.998186125289858,0.972367680487497,0.2349000000000001,0.12300000000000022
0.9981864231751235,0.9723603660163463,0.2349000000000001,0.12300000000000022
0.9981867384389645,0.9723645712242696,0.2349000000000001,0.12300000000000022
0.9981868963176422,0.972378120714613,0.2349000000000001,0.12300000000000022
0.9981867964216787,0.9723955701216925,0.2349000000000001,0.12300000000000022
0.998186442360926,0.9724103750367051,0.2349000000000001,0.12300000000000022
0.998185932887002,0.9724173353689151,0.2349000000000001,0.12300000000000022
0.9981854203689218,0.9724144066034012,0.2349000000000001,0.12300000000000022
0.9981850534739891,0.9724032562928291,0.2349000000000001,0.12300000000000022
0.9981849251723687,0.9723884342436947,0.2349000000000001,0.12300000000000022
0.9981850437816452,0.9723755361841797,0.2349000000000001,0.12300000000000022
0.9981853356172948,0.9723690919301485,0.2349000000000001,0.12300000000000022
0.9981856762033036,0.9723709753685145,0.2349000000000001,0.12300000000000022
0.9981859372610993,0.972379895792859,0.2349000000000001,0.12300000000000022
0.9981860315916378,0.9723920903546989,0.2349000000000001,0.12300000000000022
0.9981859402008633,0.97240287846864,0.2349000000000001,0.12300000000000022
0.9981857132684252,0.9724084416555415,0.2349000000000001,0.12300000000000022
