busv,wg1,wg2,wg3,wg4,wg5
1.0217687874893278,1.0,1.0,1.0,1.0,1.0
1.0217687874893278,1.0,1.0,1.0,1.0,1.0
1.0217687874893278,1.0,1.0,1.0,1.0,1.0
0.9750290514266662,0.9999722160265492,0.9999513733965378,0.9999433691405221,0.9999060480719231,0.9999365106977941
0.9749157457415081,0.9999152575459068,0.9998539786691454,0.9998305232651424,0.9997214526046353,0.9998105267233541
0.9745495683261908,0.9998211254574203,0.9997069073422943,0.9996635678988071,0.9994633990368279,0.9996268823916378
0.9741955737817314,0.9997488911982156,0.9996077509384254,0.9995545835889577,0.9993100484409255,0.9995093432531545
0.9735450993030299,0.9996215913941351,0.9994567255310461,0.9993953950378933,0.9991143869073429,0.9993414291481181
0.9730689227548915,0.9995227754885011,0.9993543942256841,0.9992924534376408,0.9990084654777445,0.9992353830914085
0.9723588433178459,0.9993542424740248,0.9991987409184128,0.9991431512043639,0.9988856416681166,0.9990853669427516
0.9719308839312067,0.9992303072155008,0.9990940609126326,0.9990471534788836,0.998825559255323,0.9989914184653252
0.9714197989446026,0.9990324132529835,0.9989370348259924,0.9989085925661974,0.9987620540168067,0.9988595109984398
0.9711958966632758,0.9988967243793948,0.9988334426307091,0.9988198999631794,0.9987326731164288,0.9987774632561524
0.971064874440292,0.9986951632406251,0.9986817590295004,0.9986924570034272,0.9986993363678703,0.9986629254837175
0.9711103928593072,0.9985669029387643,0.9985844773786048,0.9986112667308711,0.9986787541055157,0.9985919669730366
0.9713714684129158,0.9983909480790446,0.998446520793574,0.9984952216556562,0.998641973277339,0.9984929053448051
0.9716438130422475,0.9982878948922825,0.998361054903776,0.9984217542983198,0.9986094806436463,0.9984312979215517
0.9721478231766677,0.9981586463579287,0.9982442735667213,0.9983174853951989,0.9985437495640143,0.9983446101252211
0.9725107284778611,0.9980904593623252,0.9981747430194482,0.9982519895647904,0.9984869667185035,0.9982899857734964
0.9730367485208307,0.9980146718621515,0.9980835099671566,0.9981598702564982,0.9983821754985145,0.9982117069302975
0.9733433412112482,0.9979802372753362,0.9980313624877578,0.9981025877197562,0.9983005804824577,0.9981613061992747
0.9736964224028809,0.9979484798695901,0.9979655000431303,0.9980229073499005,0.9981647593949398,0.9980874102044663
0.9738404764844617,0.9979368975209424,0.9979289777427053,0.9979739342541816,0.9980690890296136,0.9980388645116967
0.9739180075431353,0.9979277550371435,0.997883572601912,0.9979066175996764,0.9979245886757538,0.9979665537549668
0.9738722548525919,0.9979230633973377,0.9978581719693134,0.9978657071172142,0.9978321823226416,0.9979186100130684
0.9736696314273621,0.9979122467431588,0.9978249180360862,0.9978099527318587,0.9977063770766044,0.9978473389038715
0.973454887468462,0.997899599798674,0.9978044989912874,0.9977762629786658,0.9976346326174064,0.9978005346133801
0.9730565503194983,0.9978695462547031,0.9977742052069583,0.9977303748087538,0.9975492316232693,0.9977322730328831
0.9727609143249284,0.997841235106653,0.9977530494232233,0.9977025008780824,0.9975085463922407,0.9976886719067343
0.9723149057311375,0.9977863471815202,0.997718363212638,0.997664106865236,0.9974724723952589,0.9976273108551578
0.9720419677869213,0.9977428469455744,0.9976927612803599,0.9976403740829151,0.9974637986944112,0.997589848243984
0.971707447299463,0.9976701054456675,0.9976503505827199,0.9976069585207937,0.9974706174283968,0.9975400237381562
0.971557466167941,0.9976192847913156,0.9976197116524432,0.9975858262290729,0.9974851780038537,0.9975116275992177
0.9714432406670465,0.9975437839388351,0.9975711499014681,0.9975554487221138,0.9975164221069753,0.9974770718562807
0.9714500993364191,0.9974967906030504,0.9975380182447073,0.9975359478046967,0.9975395541480926,0.9974595821129149
0.9715758455878031,0.9974353446271359,0.9974891393362181,0.9975078091219145,0.9975715704544736,0.9974414958224763
0.9717237663960877,0.9974023154427573,0.9974583579806563,0.9974898554267916,0.9975878548540769,0.9974345953129076
0.9720180430775942,0.9973665493604562,0.9974169776144802,0.9974644476882326,0.9976006688731119,0.9974309451444245
0.9722338566527469,0.9973522535187811,0.9973937065838016,0.9974487727200639,0.9975999583856262,0.9974321615358351
0.9725559603162516,0.9973449655664974,0.9973668089216982,0.9974275873043611,0.997583711384696,0.9974379245400072
0.97274972962953,0.9973484106526065,0.9973547855157651,0.9974153272940319,0.9975633620225347,0.99744329436359
0.9729824784135325,0.9973636959966098,0.9973460586474645,0.9974001986035098,0.9975206105489324,0.9974518395450731
0.9730847598913958,0.9973785694488235,0.9973462335200881,0.9973925231285414,0.9974862974683883,0.997456847618686
0.9731583721834582,0.9974045808044207,0.9973546947508088,0.9973849173280217,0.9974303978008089,0.9974618312012643
