busv,wg1,wg2,wg3,wg4,wg5
1.0217687874893278,1.0,1.0,1.0,1.0,1.0
1.0217687874893278,1.0,1.0,1.0,1.0,1.0
1.0217687874893278,1.0,1.0,1.0,1.0,1.0
1.0220421649416853,0.99999993350573,1.0000000691794977,1.0000000895020273,1.0000001863892891,1.0000000333011108
1.0218191233575966,0.9999995223677961,1.0000000724561684,1.0000001267573442,1.000000390077055,0.999999808225675
1.022080347977954,0.9999990738493333,0.999999695792544,0.9999997143608397,0.9999998124037759,0.9999991899447933
1.0220603778278783,0.9999999009461555,1.0000006672346742,1.0000008472773563,1.0000016674704273,1.0000006173975338
1.0220952317366985,1.00000098796052,1.0000017071647582,1.0000020188597318,1.000003456177878,1.0000021648535071
1.022128899485726,1.0000019219669727,1.0000025199342142,1.000002874606506,1.0000045961292388,1.00000323407527
1.0221120586050534,1.0000024969610675,1.0000029093209057,1.00000316072023,1.0000045889419038,1.0000034295893885
1.0219019926070787,1.0000043074754716,1.00000421247241,1.0000043783907202,1.0000055812346567,1.0000049752144384
1.0221936215326954,1.0000061615722922,1.0000054608592197,1.0000054742918967,1.0000061433698455,1.000006352520268
1.0217139757590556,1.0000072364531034,1.000006390208878,1.0000062045076616,1.0000060826044366,1.000006894361023
1.022168521260836,1.0000082857084802,1.0000070963166177,1.0000066656447244,1.0000054684598167,1.0000072129559248
1.022170146884633,1.0000075296065098,1.0000071083236284,1.0000064935483932,1.0000044317331185,1.0000060564781375
1.022144824748531,1.000007878274758,1.0000082567797202,1.0000077602692063,1.000006089758799,1.0000070092978863
1.0219649912881736,1.0000076046998256,1.0000085994293093,1.0000082401130506,1.0000070003347978,1.0000071444565373
1.022008738474075,1.0000054636784799,1.0000067130075687,1.000006299813628,1.0000045781358506,1.0000043723134648
1.021334963353587,1.0000041286035575,1.0000049929652417,1.000004614426898,1.000002702383215,1.0000025306793932
1.0219251810935956,1.0000053690868929,1.0000046516869063,1.0000045590847246,1.000003629570527,1.0000040097963803
1.0222374210541012,1.000005869442795,1.000004852884846,1.0000052121779128,1.0000061632463126,1.000005805786289
1.0212682143034433,1.0000047936724994,1.0000038846025499,1.0000044353872464,1.000006309414918,1.0000054010593544
1.021137180221447,1.000005566014412,1.0000033719278698,1.0000038960760194,1.0000058064468849,1.000006118217729
1.0221039379875598,1.0000057940045632,1.0000031524611805,1.0000035463632013,1.0000051225232263,1.0000063885845099
1.0210225343094368,1.0000057095294248,1.0000042463830723,1.0000045885247677,1.0000062431758885,1.0000072044451185
1.0222819158157186,1.0000044083122417,1.0000036801578283,1.0000035819201454,1.0000034058733553,1.0000051922274713
1.0209998615328097,1.0000015893800804,1.0000029861442687,1.0000025669909647,1.0000008820754775,1.0000020354883297
1.021075034356296,1.0000003961283581,1.000001545125269,1.000000701164974,0.9999969399470928,0.9999991926891881
1.0208804140215655,1.0000006068171243,1.0000010517033344,1.000000156115069,0.999996007516308,0.999998593206152
1.0214567981657603,1.0000001441938071,0.9999998374556095,0.9999990636708688,0.9999953325901348,0.9999975798222539
1.0210730324174333,0.9999996449561906,0.9999993077318339,0.9999990001706438,0.9999972940757051,0.9999978313243372
1.0208339197579086,0.9999967121751544,0.9999959754486101,0.9999958140011922,0.9999946807934494,0.9999944003526786
1.021230465702881,0.9999944871692489,0.9999932459285652,0.9999933276760364,0.9999932321577778,0.9999922933892951
1.020799982017899,0.999990198501404,0.999989225481736,0.9999894121993673,0.9999897492749574,0.9999881368802451
1.0207561537983667,0.999987327275856,0.999986019804395,0.9999863111328122,0.9999870325799369,0.9999857586362658
1.021501774237347,0.9999860874356041,0.9999848568298049,0.9999854563672882,0.9999874561223306,0.9999862951590244
1.020671683097098,0.9999858297941457,0.9999855256754161,0.9999865469299958,0.9999903190315931,0.9999887136381419
1.0215236298468542,0.9999830447124257,0.9999831810279584,0.9999839185028907,0.9999862612584329,0.9999858811645853
1.0205566821358962,0.9999794140374597,0.9999806514116779,0.9999809755562167,0.9999814453843463,0.9999816635835301
1.0209645728440766,0.999978077818316,0.9999786257467571,0.9999784525993345,0.9999767480804569,0.9999787669188895
1.0214148822382996,0.9999756541454728,0.9999761868889572,0.9999756313405825,0.9999724018766687,0.9999748427254039
1.0208481103528677,0.9999722628051674,0.9999730077993576,0.999972210786597,0.9999681430159073,0.9999700153790704
1.0207069209775028,0.9999700851654694,0.999969793118918,0.9999689348746362,0.999964763534714,0.9999664924200421
1.022065961801673,0.9999680191729994,0.9999671545724614,0.9999666065983068,0.9999639161927335,0.9999644275019781
1.0213846863370024,0.9999639412963227,0.9999644111617354,0.9999644646668034,0.9999644499285448,0.9999618465189954
