fs,vs,pr,qr
1.0,1.0217687874893278,-0.00019999999999997797,-0.0007999999999999119
1.0000037092708547,1.0220425684914398,0.0007999999999999119,-0.00039999999999995595
0.9999888857292346,1.0218197583395519,-0.0008999999999999009,-0.0006999999999999229
1.0000155571182248,1.0220812012229332,-0.0009999999999998899,-0.0005999999999999339
1.0000018711396481,1.0220618776060404,-0.0009999999999998899,-0.0006999999999999229
1.0000014218436917,1.022096994753883,0.0,-0.001100000000000101
0.9999948982845613,1.0221307047907382,-0.001100000000000101,-0.0006999999999999229
1.000015230444976,1.0221133992992808,-0.0012000000000000899,0.0
1.0000043552065476,1.021902482944712,-0.0005999999999999339,-0.001100000000000101
1.000002882760947,1.0221932552347133,-0.0008999999999999009,0.000500000000000167
1.0000064940364102,1.0217126022748007,0.0005999999999999339,-0.0014000000000000679
0.999997191327273,1.0221662495405148,-0.001100000000000101,-0.0008999999999999009
1.0000234423580834,1.0221682247426942,-0.0012000000000000899,-0.0007999999999999119
1.0000082367312964,1.0221440928819872,0.0013000000000000789,-0.0009999999999998899
0.999985148581683,1.0219648489430888,0.0015000000000000568,-0.0012000000000000899
1.0000112185299075,1.0220084099345041,-0.00039999999999995595,0.0015000000000000568
1.0000162932570058,1.0213339091813682,-0.0016000000000000458,0.0
1.0000188861723045,1.0219240650099488,0.00039999999999995595,-0.0016000000000000458
0.999991142987658,1.0222376438838519,-0.00039999999999995595,0.0017000000000000348
1.000004709149745,1.0212686521940313,0.000300000000000189,0.0019000000000000128
0.9999983317921367,1.0211362866564633,-0.0015000000000000568,-0.0005999999999999339
1.000029037424535,1.022103286811101,0.0007999999999999119,0.0020999999999999908
0.9999791166177484,1.0210221395598393,0.0009000000000001229,-0.0019000000000000128
1.0000115970113792,1.022281632586792,0.0019999999999997797,0.0017999999999998018
0.9999839116686762,1.020999395804249,-9.999999999998899e-05,0.002200000000000202
1.0000175276699306,1.0210729964489937,0.0011999999999998678,0.0024000000000001798
0.9999869520878784,1.0208772729709803,-0.0012000000000000899,0.0013000000000000789
1.0000221546717736,1.0214540578469573,0.0026999999999999247,0.0013000000000000789
0.99996317321399,1.0210713004163965,0.0011999999999998678,0.0024999999999999467
1.0000057208542932,1.0208322588855314,0.0032999999999998586,0.0005999999999999339
0.9999753657013545,1.0212292617674459,0.0028000000000001357,0.0020999999999999908
0.9999903760851575,1.0207991430390952,0.0015999999999998238,0.0026000000000001577
0.9999966586761235,1.0207554811656059,-0.0015000000000000568,0.0011999999999998678
1.0000180803496792,1.0215031328203608,0.0024999999999999467,0.0026000000000001577
0.9999486892123309,1.0206743962892464,0.0036000000000000476,-0.00039999999999995595
0.9999808280484026,1.0215260530775845,0.0028000000000001357,0.0028999999999999027
0.9999812158107484,1.0205579478097433,0.0032000000000000917,0.0015000000000000568
0.9999778466496061,1.020963675250292,0.004100000000000215,-0.00019999999999997797
0.9999705594454755,1.0214129695459155,0.0040000000000000036,0.0015999999999998238
0.999967806102822,1.0208453015779277,0.0030999999999998806,0.0022999999999999687
0.9999743640210352,1.0207030763560474,0.0030999999999998806,-0.0020000000000000018
0.9999756798213176,1.0220637896948725,0.0041999999999999815,-0.00019999999999997797
0.9999500809467615,1.0213852676495465,0.0034000000000000696,-0.0019000000000000128
0.9999723567426738,1.022007312230331,0.0043000000000001926,-0.0013000000000000789
0.999950370178397,1.0217377888740742,0.0043999999999999595,-0.0007999999999999119
0.9999547757190744,1.0215780139310748,0.0011999999999998678,-0.0035000000000000586
0.9999907436881881,1.0227538475705307,0.0022999999999999687,-0.0035000000000000586
0.9999475064441689,1.0226584259504934,0.00010000000000021103,0.0036999999999998145
0.9999613765891088,1.0205932066070025,0.0030000000000001137,-0.0025999999999999357
0.9999472747049836,1.02231181090218,-0.0009999999999998899,-0.0013000000000000789
0.9999935787406403,1.0222830865586745,0.005300000000000082,0.000700000000000145
0.9999009884653491,1.0210282424586543,-0.0020000000000000018,-0.0016000000000000458
1.000031625795652,1.0224568389589113,-0.0019000000000000128,-0.00039999999999995595
0.9999648397505428,1.0220620087312826,0.001100000000000101,-0.0029999999999998916
0.9999500072218396,1.0225980279191562,0.000300000000000189,-0.0033000000000000806
0.999981462756489,1.0227793703263532,0.0049000000000001265,-0.0012000000000000899
0.999928462443498,1.0216776022215643,0.0022999999999999687,0.0045999999999999375
0.999981812004337,1.0200877237273058,-0.0006999999999999229,0.0030999999999998806
1.0000035516338737,1.0208475741732606,0.00039999999999995595,-0.0037000000000000366
0.9999815779464811,1.0228868592284097,0.005300000000000082,0.0019000000000000128
0.9999191861167441,1.020623174594727,0.0011999999999998678,-0.0031000000000001027
1.000021350524594,1.022601652950682,-0.0016000000000000458,0.001100000000000101
0.9999933708105143,1.0215411145924458,0.0045999999999999375,0.0032000000000000917
0.9999176376712309,1.0202735863016834,-0.0020999999999999908,0.0019000000000000128
1.0000406741065815,1.0213422724569918,-0.0018000000000000238,-0.0017000000000000348
0.9999897315166464,1.0224640331878845,0.0045000000000001705,0.0030999999999998806
0.9999173827193238,1.0203375589368338,-0.00019999999999997797,0.0030000000000001137
1.0000253122921354,1.0208310609186186,-0.0006999999999999229,-0.0027999999999999137
1.0000044910288468,1.0227219101280496,0.002200000000000202,0.0036999999999998145
0.9999471410614174,1.0203767385207492,0.0022999999999999687,0.0038999999999997925
0.9999844538865805,1.020295483281317,-0.001100000000000101,0.0026999999999999247
1.0000204676676885,1.020994791368848,-0.0018000000000000238,0.000700000000000145
1.000001887457344,1.0216876897377039,0.0005999999999999339,0.0041999999999999815
0.999964241992816,1.0203369564734135,0.0007999999999999119,0.0041999999999999815
0.9999923565216314,1.0203145663958302,-0.001100000000000101,0.0032999999999998586
1.0000155118500955,1.0207858520539685,-0.0012000000000000899,0.0022999999999999687
1.0000027086659367,1.0211192464719598,-0.0007999999999999119,0.0034999999999998366
0.9999944272569149,1.0207085695349454,-0.001100000000000101,0.0030999999999998806
1.000010236618655,1.0208771435802335,0.0026000000000001577,0.0038000000000000256
0.9999700373720066,1.0203035046043774,0.005399999999999849,0.00010000000000021103
0.9999835937112963,1.0212094648094099,0.005199999999999871,0.0019000000000000128
0.9999926163440385,1.020650209150218,0.0026000000000001577,0.0038999999999997925
1.0000090803898307,1.0202531253747318,0.005900000000000016,0.0
0.9999653561314659,1.02115428881033,0.005300000000000082,0.0026999999999999247
